album,track_title,lyric,year
reputation,New Year's Day,"Hold on to the memories, they will hold on to you",2017
reputation,New Year's Day,"Hold on to the memories, they will hold on to you",2017
reputation,New Year's Day,And I will hold on to you,2017
reputation,New Year's Day,Please don't ever become a stranger,2017
reputation,New Year's Day,Whose laugh I could recognize anywhere,2017
reputation,New Year's Day,Please don't ever become a stranger,2017
reputation,New Year's Day,Whose laugh I could recognize anywhere,2017
reputation,New Year's Day,There's glitter on the floor after the party,2017
reputation,New Year's Day,Girls carrying their shoes down in the lobby,2017
reputation,New Year's Day,Candle wax and Polaroids on the hardwood floor,2017
reputation,New Year's Day,You and me forevermore,2017
reputation,New Year's Day,Don't read the last page,2017
reputation,New Year's Day,"But I stay when it's hard, or it's wrong",2017
reputation,New Year's Day,Or we're making mistakes,2017
reputation,New Year's Day,I want your midnights,2017
reputation,New Year's Day,But I'll be cleaning up bottles with you on New Year's Day,2017
reputation,New Year's Day,"Hold on to the memories, they will hold on to you",2017
reputation,New Year's Day,"Hold on to the memories, they will hold on to you",2017
reputation,New Year's Day,"Hold on to the memories, they will hold on to you",2017
reputation,New Year's Day,And I will hold on to you,2017
reputation,New Year's Day,Please don't ever become a stranger,2017
reputation,New Year's Day,"(To the memories, they will hold on to you)",2017
reputation,New Year's Day,Whose laugh I could recognize anywhere,2017
reputation,New Year's Day,"(Hold on to the memories, they will hold on to you)",2017
reputation,New Year's Day,Please don't ever become a stranger,2017
reputation,New Year's Day,"(Hold on to the memories, they will hold on to you)",2017
reputation,New Year's Day,Whose laugh I could recognize anywhere,2017
reputation,New Year's Day,(I will hold on to you),2017
Lover,Afterglow,"I blew things out of proportion, now you're blue",2020
Lover,Afterglow,Put you in jail for something you didn't do,2020
Lover,Afterglow,"I pinned your hands behind your back, oh",2020
Lover,Afterglow,"Thought I had reason to attack, but no",2020
Lover,You Need to Calm Down,,2020
Lover,Afterglow,Fighting with a true love is boxing with no gloves,2020
Lover,Afterglow,"Chemistry 'til it blows up, 'til there's no us",2020
Lover,Afterglow,Why'd I have to break what I love so much?,2020
Lover,Afterglow,"It's on your face, and I'm to blame, I need to say",2020
Lover,Afterglow,"Hey, it's all me, in my head",2020
Lover,Afterglow,I'm the one who burned us down,2020
Lover,Afterglow,But it's not what I meant,2020
Lover,Afterglow,Sorry that I hurt you,2020
Lover,Afterglow,"I don't wanna do, I don't wanna do this to you (Ooh)",2020
Lover,Afterglow,"I don't wanna lose, I don't wanna lose this with you (Ooh)",2020
Lover,Afterglow,"I need to say, hey, it's all me, just don't go",2020
Lover,Afterglow,Meet me in the afterglow,2020
Lover,Afterglow,It's so excruciating to see you low,2020
Lover,Afterglow,Just wanna lift you up and not let you go,2020
Lover,Afterglow,This ultraviolet morning light below,2020
Lover,Afterglow,"Tells me this love is worth the fight, oh",2020
Lover,Afterglow,"I lived like an island, punished you with silence",2020
Lover,Afterglow,"Went off like sirens, just crying",2020
Lover,Afterglow,"It's on your face, don't walk away, I need to say",2020
Lover,Afterglow,I'm sorry that I hurt you,2020
Lover,Afterglow,Tell me that you're still mine,2020
Lover,Afterglow,Tell me that we'll be just fine,2020
Lover,Afterglow,Even when I lose my mind,2020
Lover,Afterglow,I need to say,2020
Lover,Afterglow,Tell me that it's not my fault,2020
Lover,Afterglow,Tell me that I'm all you want,2020
Lover,Afterglow,Even when I break your heart,2020
Lover,Cornelia Street,We were in the backseat,2020
Lover,Cornelia Street,Drunk on something stronger than the drinks in the bar,2020
Lover,Cornelia Street,"""I rent a place on Cornelia Street""",2020
Lover,Cornelia Street,I say casually in the car,2020
Lover,Cornelia Street,We were a fresh page on the desk,2020
Lover,Cornelia Street,Filling in the blanks as we go,2020
Lover,Cornelia Street,As if the street lights pointed in an arrow head,2020
Lover,Cornelia Street,Leading us home,2020
Lover,Cornelia Street,"And I hope I never lose you, hope it never ends",2020
Lover,Cornelia Street,I'd never walk Cornelia Street again,2020
Lover,Cornelia Street,That's the kinda heartbreak time could never mend,2020
Lover,Cornelia Street,"And baby, I get mystified by how this city screams your name",2020
Lover,Cornelia Street,"And baby, I'm so terrified of if you ever walk away",2020
Lover,Cornelia Street,"Windows flung right open, autumn air",2020
Lover,Cornelia Street,Jacket 'round my shoulders is yours,2020
Lover,Cornelia Street,We bless the rains on Cornelia Street,2020
Lover,Cornelia Street,Memorize the creaks in the floor,2020
Lover,Cornelia Street,"Back when we were card sharks, playing games",2020
Lover,Cornelia Street,I thought you were leading me on,2020
Lover,Cornelia Street,"I packed my bags, left Cornelia Street",2020
Lover,Cornelia Street,Before you even knew I was gone,2020
Lover,Cornelia Street,"But then you called, showed your hand",2020
Lover,Cornelia Street,I turned around before I hit the tunnel,2020
Lover,Cornelia Street,"Sat on the roof, you and I",2020
Lover,Cornelia Street,"I hope I never lose you, hope it never ends",2020
Lover,Cornelia Street,You hold my hand on the street,2020
Lover,Cornelia Street,Walk me back to that apartment,2020
Lover,Cornelia Street,"Years ago, we were just inside",2020
Lover,Cornelia Street,Barefoot in the kitchen,2020
Lover,Cornelia Street,Sacred new beginnings,2020
Lover,Cornelia Street,"That became my religion, listen",2020
Lover,Cornelia Street,I hope I never lose you,2020
Lover,Cornelia Street,"Oh, never again",2020
Lover,Cornelia Street,I don't wanna lose you (Hope it never ends),2020
Lover,Cornelia Street,I don't wanna lose you (Yeah),2020
Lover,Cruel Summer,"(Yeah, yeah, yeah, yeah)",2020
Lover,Cruel Summer,Fever dream high in the quiet of the night,2020
Lover,Cruel Summer,"You know that I caught it (Oh yeah, you're right, I want it)",2020
Lover,Cruel Summer,"Bad, bad boy, shiny toy with a price",2020
Lover,Cruel Summer,"You know that I bought it (Oh yeah, you're right, I want it)",2020
Lover,Cruel Summer,"Killing me slow, out the window",2020
Lover,Cruel Summer,I'm always waiting for you to be waiting below,2020
Lover,Cruel Summer,"Devils roll the dice, angels roll their eyes",2020
Lover,Cruel Summer,What doesn't kill me makes me want you more,2020
Lover,Cruel Summer,"And it's new, the shape of your body",2020
Lover,Cruel Summer,"It's blue, the feeling I've got",2020
Lover,Cruel Summer,"And it's ooh, whoa oh",2020
Lover,Cruel Summer,It's a cruel summer,2020
Lover,Cruel Summer,"It's cool, that's what I tell 'em",2020
Lover,Cruel Summer,No rules in breakable heaven,2020
Lover,Cruel Summer,"But ooh, whoa oh",2020
Lover,Cruel Summer,With you,2020
Lover,Cruel Summer,Hang your head low in the glow of the vending machine,2020
Lover,Cruel Summer,"I'm not dying (Oh yeah, you're right, I want it)",2020
Lover,Cruel Summer,We say that we'll just screw it up in these trying times,2020
Lover,Cruel Summer,"We're not trying (Oh yeah, you're right, I want it)",2020
Lover,Cruel Summer,"So cut the headlights, summer's a knife",2020
Lover,Cruel Summer,I'm always waiting for you just to cut to the bone,2020
Lover,Cruel Summer,"And if I bleed, you'll be the last to know",2020
Lover,Cruel Summer,"Oh, it's new, the shape of your body",2020
Lover,Cruel Summer,I'm drunk in the back of the car,2020
Lover,Cruel Summer,And I cried like a baby coming home from the bar (Oh),2020
Lover,Cruel Summer,"Said, ""I'm fine,"" but it wasn't true",2020
Lover,Cruel Summer,I don't wanna keep secrets just to keep you,2020
Lover,Cruel Summer,And I snuck in through the garden gate,2020
Lover,Cruel Summer,Every night that summer just to seal my fate (Oh),2020
Lover,Cruel Summer,"And I scream, ""For whatever it's worth",2020
Lover,Cruel Summer,"I love you, ain't that the worst thing you ever heard?""",2020
Lover,Cruel Summer,"He looks up, grinning like a devil",2020
Lover,The Man,"I would be complex, I would be cool",2020
Lover,The Man,They'd say I played the field before I found someone to commit to,2020
Lover,The Man,And that would be okay for me to do,2020
Lover,The Man,Every conquest I had made would make me more of a boss to you,2020
Lover,The Man,I'd be a fearless leader,2020
Lover,The Man,I'd be an alpha type,2020
Lover,The Man,When everyone believes ya,2020
Lover,The Man,What's that like?,2020
Lover,The Man,I'm so sick of running as fast as I can,2020
Lover,The Man,Wondering if I'd get there quicker if I was a man,2020
Lover,The Man,And I'm so sick of them coming at me again,2020
Lover,The Man,"'Cause if I was a man, then I'd be the man",2020
Lover,The Man,I'd be the man,2020
Lover,The Man,"They'd say I hustled, put in the work",2020
Lover,The Man,They wouldn't shake their heads and question how much of this I deserve,2020
Lover,The Man,"What I was wearing, if I was rude",2020
Lover,The Man,Could all be separated from my good ideas and power moves,2020
Lover,The Man,"And they would toast to me, oh, let the players play",2020
Lover,The Man,I'd be just like Leo in Saint-Tropez,2020
Lover,The Man,What's it like to brag about raking in dollars,2020
Lover,The Man,And getting bitches and models?,2020
Lover,The Man,And it's all good if you're bad,2020
Lover,The Man,And it's okay if you're mad,2020
Lover,The Man,If I was out flashing my dollars,2020
Lover,The Man,"I'd be a bitch, not a baller",2020
Lover,The Man,They'd paint me out to be bad,2020
Lover,The Man,"So, it's okay that I'm mad",2020
Lover,The Man,Wondering if I'd get there quicker if I was a man (You know that),2020
Lover,The Man,And I'm so sick of them coming at me again (Coming at me again),2020
Lover,The Man,'Cause if I was a man (If I was a man),2020
Lover,The Man,Then I'd be the man (Then I'd be the man),2020
Lover,The Man,I'm so sick of running as fast as I can (As fast as I can),2020
Lover,The Man,Wondering if I'd get there quicker if I was a man (Hey),2020
Lover,The Man,"'Cause if I was a man (If I was a man), then I'd be the man",2020
Lover,The Man,I'd be the man (Oh),2020
Lover,The Man,I'd be the man (Yeah),2020
Lover,The Man,I'd be the man (I'd be the man),2020
Lover,The Man,"If I was a man, then I'd be the man",2020
Lover,Death By a Thousand Cuts,"My, my, my, my",2020
Lover,Death By a Thousand Cuts,Saying goodbye is death by a thousand cuts,2020
Lover,Death By a Thousand Cuts,Flashbacks waking me up,2020
Lover,Death By a Thousand Cuts,"I get drunk, but it's not enough",2020
Lover,Death By a Thousand Cuts,'Cause the morning comes and you're not my baby,2020
Lover,Death By a Thousand Cuts,I look through the windows of this love,2020
Lover,Death By a Thousand Cuts,Even though we boarded them up,2020
Lover,Death By a Thousand Cuts,Chandelier's still flickering here,2020
Lover,Death By a Thousand Cuts,'Cause I can't pretend it's okay when it's not,2020
Lover,Death By a Thousand Cuts,It's death by a thousand cuts,2020
Lover,Death By a Thousand Cuts,"I dress to kill my time, I take the long way home",2020
Lover,Death By a Thousand Cuts,I ask the traffic lights if it'll be alright,2020
Lover,Death By a Thousand Cuts,"They say, ""I don't know""",2020
Lover,Death By a Thousand Cuts,And what once was ours is no one's now,2020
Lover,Death By a Thousand Cuts,"I see you everywhere, the only thing we share",2020
Lover,Death By a Thousand Cuts,Is this small town,2020
Lover,Death By a Thousand Cuts,"You said it was a great love, one for the ages",2020
Lover,Death By a Thousand Cuts,"But if the story's over, why am I still writing pages?",2020
Lover,Death By a Thousand Cuts,"My heart, my hips, my body, my love",2020
Lover,Death By a Thousand Cuts,Tryna find a part of me that you didn't touch,2020
Lover,Death By a Thousand Cuts,Gave up on me like I was a bad drug,2020
Lover,Death By a Thousand Cuts,Now I'm searching for signs in a haunted club,2020
Lover,Death By a Thousand Cuts,"Our songs, our films, united, we stand",2020
Lover,Death By a Thousand Cuts,"Our country, guess it was a lawless land",2020
Lover,Death By a Thousand Cuts,Quiet my fears with the touch of your hand,2020
Lover,Death By a Thousand Cuts,Paper cut stings from our paper-thin plans,2020
Lover,Death By a Thousand Cuts,"My time, my wine, my spirit, my trust",2020
Lover,Death By a Thousand Cuts,Tryna find a part of me you didn't take up,2020
Lover,Death By a Thousand Cuts,"Gave you so much, but it wasn't enough",2020
Lover,Death By a Thousand Cuts,"But I'll be all right, it's just a thousand cuts",2020
Lover,Death By a Thousand Cuts,'Cause you're not my baby,2020
Lover,Death By a Thousand Cuts,"No, it's not",2020
Lover,Death By a Thousand Cuts,It's death by a thousand cuts (You didn't touch),2020
Lover,Death By a Thousand Cuts,"My body, my love, my trust (It's death by a thousand cuts)",2020
Lover,Death By a Thousand Cuts,"But it wasn't enough, it wasn't enough, no, no",2020
Lover,Death By a Thousand Cuts,I take the long way home,2020
Lover,False God,We were crazy to think,2020
Lover,False God,Crazy to think that this could work,2020
Lover,False God,Remember how I said I'd die for you?,2020
Lover,False God,We were stupid to jump,2020
Lover,False God,In the ocean separating us,2020
Lover,False God,Remember how I'd fly to you?,2020
Lover,False God,And I can't talk to you when you're like this,2020
Lover,False God,Staring out the window like I'm not your favorite town,2020
Lover,False God,"I'm New York City, I still do it for you, babe",2020
Lover,False God,They all warned us about times like this,2020
Lover,False God,They say the road gets hard and you get lost,2020
Lover,False God,"When you're led by blind faith, blind faith",2020
Lover,False God,But we might just get away with it,2020
Lover,False God,Religion's in your lips,2020
Lover,False God,Even if it's a false god,2020
Lover,False God,We'd still worship,2020
Lover,False God,We might just get away with it,2020
Lover,False God,The altar is my hips,2020
Lover,False God,We'd still worship this love,2020
Lover,False God,I know heaven's a thing,2020
Lover,False God,"I go there when you touch me, honey",2020
Lover,False God,Hell is when I fight with you,2020
Lover,False God,But we can patch it up good,2020
Lover,False God,Make confessions and we're begging for forgiveness,2020
Lover,False God,Got the wine for you,2020
Lover,False God,And you can't talk to me when I'm like this,2020
Lover,False God,Daring you to leave me just so I can try and scare you,2020
Lover,False God,You're the West Village,2020
Lover,False God,"You still do it for me, babe",2020
Lover,False God,"We'd still worship this love, ah",2020
Lover,False God,Still worship this love,2020
Lover,I Forgot That You Existed,How many days did I spend thinking,2020
Lover,I Forgot That You Existed,"'Bout how you did me wrong, wrong, wrong?",2020
Lover,I Forgot That You Existed,Lived in the shade you were throwing,2020
Lover,I Forgot That You Existed,"'Til all of my sunshine was gone, gone, gone",2020
Lover,I Forgot That You Existed,And I couldn't get away from ya,2020
Lover,I Forgot That You Existed,"In my feelings more than Drake, so yeah",2020
Lover,I Forgot That You Existed,"Your name on my lips, tongue-tied",2020
Lover,I Forgot That You Existed,"Free rent, living in my mind",2020
Lover,I Forgot That You Existed,But then something happened one magical night,2020
Lover,I Forgot That You Existed,I forgot that you existed,2020
Lover,I Forgot That You Existed,"And I thought that it would kill me, but it didn't",2020
Lover,I Forgot That You Existed,And it was so nice,2020
Lover,I Forgot That You Existed,So peaceful and quiet,2020
Lover,I Forgot That You Existed,"It isn't love, it isn't hate, it's just indifference",2020
Lover,I Forgot That You Existed,I forgot that you,2020
Lover,I Forgot That You Existed,Got out some popcorn,2020
Lover,I Forgot That You Existed,"As soon as my rep started going down, down, down",2020
Lover,I Forgot That You Existed,Laughed on the school yard,2020
Lover,I Forgot That You Existed,"As soon as I tripped up and hit the ground, ground, ground",2020
Lover,I Forgot That You Existed,And I would've stuck around for ya,2020
Lover,I Forgot That You Existed,"Would've fought the whole town, so yeah",2020
Lover,I Forgot That You Existed,"Would've been right there, front row",2020
Lover,I Forgot That You Existed,Even if nobody came to your show,2020
Lover,I Forgot That You Existed,"But you showed who you are, then one magical night",2020
Lover,I Forgot That You Existed,Sent me a clear message,2020
Lover,I Forgot That You Existed,Taught me some hard lessons,2020
Lover,I Forgot That You Existed,I just forget what they were,2020
Lover,I Forgot That You Existed,It's all just a blur,2020
Lover,I Forgot That You Existed,"I did, I did, I did",2020
Lover,I Forgot That You Existed,"It isn't hate, it's just indifference",2020
Lover,I Forgot That You Existed,"So, yeah",2020
Lover,I Think He Knows,I think he knows,2020
Lover,I Think He Knows,His footprints on the sidewalk,2020
Lover,I Think He Knows,Lead to where I can't stop,2020
Lover,I Think He Knows,Go there every night,2020
Lover,I Think He Knows,His hands around a cold glass,2020
Lover,I Think He Knows,Make me wanna know that,2020
Lover,I Think He Knows,Body like it's mine,2020
Lover,I Think He Knows,He got that boyish look that I like in a man,2020
Lover,I Think He Knows,"I am an architect, I'm drawing up the plans",2020
Lover,I Think He Knows,"It's like I'm 17, nobody understands",2020
Lover,I Think He Knows,No one understands,2020
Lover,I Think He Knows,He got my heartbeat,2020
Lover,I Think He Knows,Skipping down 16th Avenue,2020
Lover,I Think He Knows,"Got that, oh, I mean",2020
Lover,I Think He Knows,Wanna see what's under that attitude like,2020
Lover,I Think He Knows,"I want you, bless my soul",2020
Lover,I Think He Knows,"And I ain't gotta tell him, I think he knows",2020
Lover,I Think He Knows,When we get all alone,2020
Lover,I Think He Knows,I'll make myself at home,2020
Lover,I Think He Knows,And he'll want me to stay,2020
Lover,I Think He Knows,He better lock it down,2020
Lover,I Think He Knows,Or I won't stick around,2020
Lover,I Think He Knows,'Cause good ones never wait (Ha),2020
Lover,I Think He Knows,"He's so obsessed with me and, boy, I understand",2020
Lover,I Think He Knows,"Boy, I understand",2020
Lover,I Think He Knows,He got my heartbeat (Heartbeat),2020
Lover,I Think He Knows,"Got that, oh, I mean (I mean)",2020
Lover,I Think He Knows,"I want you, bless my",2020
Lover,I Think He Knows,"Lyrical smile, indigo eyes, hand on my thigh",2020
Lover,I Think He Knows,"We can follow the sparks, I'll drive",2020
Lover,I Think He Knows,"""So where we gonna go?""",2020
Lover,I Think He Knows,I whisper in the dark,2020
Lover,I Think He Knows,"""Where we gonna go?""",2020
Lover,I Think He Knows,Skipping down 16th Avenue (Baby),2020
Lover,I Think He Knows,Wanna see what's under that attitude like (Yeah),2020
Lover,I Think He Knows,"I want you, bless my (Oh, baby)",2020
Lover,I Think He Knows,"I want you, bless my soul (He got my heartbeat)",2020
Lover,I Think He Knows,"I want you, bless my (Skipping down 16th Avenue, baby)",2020
Lover,It's Nice to Have a Friend,Ooh,2020
Lover,It's Nice to Have a Friend,"School bell rings, walk me home",2020
Lover,It's Nice to Have a Friend,Sidewalk chalk covered in snow,2020
Lover,It's Nice to Have a Friend,"Lost my gloves, you give me one",2020
Lover,It's Nice to Have a Friend,"""Wanna hang out?"" Yeah, sounds like fun",2020
Lover,It's Nice to Have a Friend,"Video games, you pass me a note",2020
Lover,It's Nice to Have a Friend,Sleeping in tents,2020
Lover,It's Nice to Have a Friend,It's nice to have a friend (Ooh),2020
Lover,It's Nice to Have a Friend,Light pink sky up on the roof,2020
Lover,It's Nice to Have a Friend,"Sun sinks down, no curfew",2020
Lover,It's Nice to Have a Friend,"20 questions, we tell the truth",2020
Lover,It's Nice to Have a Friend,"You've been stressed out lately, yeah, me too",2020
Lover,It's Nice to Have a Friend,Something gave you the nerve,2020
Lover,It's Nice to Have a Friend,To touch my hand,2020
Lover,It's Nice to Have a Friend,"Church bells ring, carry me home",2020
Lover,It's Nice to Have a Friend,Rice on the ground looks like snow,2020
Lover,It's Nice to Have a Friend,"Call my bluff, call you ""Babe""",2020
Lover,It's Nice to Have a Friend,"Have my back, yeah, every day",2020
Lover,It's Nice to Have a Friend,"Feels like home, stay in bed",2020
Lover,It's Nice to Have a Friend,The whole weekend,2020
Lover,It's Nice to Have a Friend,(Ooh),2020
Lover,London Boy,"We can go driving in, on my scooter",2020
Lover,London Boy,"Uh, you know, just round London",2020
Lover,London Boy,"Alright, yeah",2020
Lover,London Boy,"I love my hometown as much as Motown, I love SoCal",2020
Lover,London Boy,"And you know I love Springsteen, faded blue jeans, Tennessee whiskey",2020
Lover,London Boy,"But something happened, I heard him laughing",2020
Lover,London Boy,I saw the dimples first and then I heard the accent,2020
Lover,London Boy,They say home is where the heart is,2020
Lover,London Boy,But that's not where mine lives,2020
Lover,London Boy,You know I love a London boy,2020
Lover,London Boy,I enjoy walking Camden Market in the afternoon,2020
Lover,London Boy,"He likes my American smile, like a child when our eyes meet",2020
Lover,London Boy,"Darling, I fancy you",2020
Lover,London Boy,"Took me back to Highgate, met all of his best mates",2020
Lover,London Boy,So I guess all the rumors are true,2020
Lover,London Boy,"Boy, I fancy you (Ooh)",2020
Lover,London Boy,"And now I love high tea, stories from Uni, and the West End",2020
Lover,London Boy,"You can find me in the pub, we are watching rugby with his school friends",2020
Lover,London Boy,"Show me a gray sky, a rainy cab ride",2020
Lover,London Boy,"Babes, don't threaten me with a good time",2020
Lover,London Boy,"But God, I love the English",2020
Lover,London Boy,"You know I love a London boy, I enjoy nights in Brixton",2020
Lover,London Boy,Shoreditch in the afternoon,2020
Lover,London Boy,"Boy, I fancy you",2020
Lover,London Boy,So please show me Hackney,2020
Lover,London Boy,Doesn't have to be Louis V up on Bond Street,2020
Lover,London Boy,Just wanna be with you,2020
Lover,London Boy,Wanna be with you,2020
Lover,London Boy,"Stick with me, I'm your queen",2020
Lover,London Boy,"Like a Tennessee Stella McCartney, on the Heath",2020
Lover,London Boy,Just wanna be with you (Wanna be with you),2020
Lover,London Boy,Wanna be with you (Oh),2020
Lover,London Boy,"You know I love a London boy, I enjoy walking SoHo",2020
Lover,London Boy,Drinking in the afternoon (Yeah),2020
Lover,London Boy,"Darling, I fancy you (You)",2020
Lover,London Boy,So I guess all the rumors are true (Yeah),2020
Lover,London Boy,You know I love a London boy (Oh),2020
Lover,London Boy,"Boy (Oh), I fancy you (I fancy you, ooh)",2020
Lover,London Boy,"I, I, I fancy you",2020
Lover,London Boy,"Oh whoa, oh, I",2020
Lover,London Boy,Just wanna be with you (Ooh),2020
Lover,London Boy,"I fancy you (Yeah), I fancy you",2020
Lover,London Boy,"Oh whoa, ah",2020
Lover,Lover,We could leave the Christmas lights up 'til January,2020
Lover,Lover,"This is our place, we make the rules",2020
Lover,Lover,"And there's a dazzling haze, a mysterious way about you, dear",2020
Lover,Lover,Have I known you twenty seconds or twenty years?,2020
Lover,Lover,Can I go where you go?,2020
Lover,Lover,Can we always be this close forever and ever?,2020
Lover,Lover,"And ah, take me out and take me home",2020
Lover,Lover,"You're my, my, my, my",2020
Lover,Lover,Lover,2020
Lover,Lover,We could let our friends crash in the living room,2020
Lover,Lover,"This is our place, we make the call",2020
Lover,Lover,And I'm highly suspicious that everyone who sees you wants you,2020
Lover,Lover,"I've loved you three summers now, honey, but I want 'em all",2020
Lover,Lover,"And ah, take me out and take me home (Forever and ever)",2020
Lover,Lover,"Ladies and gentlemen, will you please stand?",2020
Lover,Lover,With every guitar string scar on my hand,2020
Lover,Lover,I take this magnetic force of a man to be my,2020
Lover,Lover,My heart's been borrowed and yours has been blue,2020
Lover,Lover,All's well that ends well to end up with you,2020
Lover,Lover,Swear to be over-dramatic and true to my,2020
Lover,Lover,And you'll save all your dirtiest jokes for me,2020
Lover,Lover,"And at every table, I'll save you a seat",2020
Lover,Lover,"Oh, you're my, my, my, my",2020
Lover,Lover,"Darling, you're my, my, my, my",2020
Lover,ME! (feat. Brendon Urie),I promise that you'll never find another like me,2020
Lover,ME! (feat. Brendon Urie),"I know that I'm a handful baby, uh",2020
Lover,ME! (feat. Brendon Urie),I know I never think before I jump,2020
Lover,ME! (feat. Brendon Urie),And you're the kind of guy the ladies want,2020
Lover,ME! (feat. Brendon Urie),(And there's a lot of cool chicks out there),2020
Lover,ME! (feat. Brendon Urie),I know that I went psycho on the phone,2020
Lover,ME! (feat. Brendon Urie),I never leave well enough alone,2020
Lover,ME! (feat. Brendon Urie),And trouble's gonna follow where I go,2020
Lover,ME! (feat. Brendon Urie),But one of these things is not like the others,2020
Lover,ME! (feat. Brendon Urie),Like a rainbow with all of the colors,2020
Lover,ME! (feat. Brendon Urie),"Baby doll, when it comes to a lover",2020
Lover,ME! (feat. Brendon Urie),I promise that you'll never find another like me-e-e-eh,2020
Lover,ME! (feat. Brendon Urie),Ooh-ooh-ooh-ooh,2020
Lover,ME! (feat. Brendon Urie),I'm the only one of me,2020
Lover,ME! (feat. Brendon Urie),"Baby, that's the fun of me-e-eh",2020
Lover,ME! (feat. Brendon Urie),You're the only one of you,2020
Lover,ME! (feat. Brendon Urie),"Baby, that's the fun of you",2020
Lover,ME! (feat. Brendon Urie),And I promise that nobody's gonna love you like me-e-e-eh,2020
Lover,ME! (feat. Brendon Urie),I know I tend to make it about me,2020
Lover,ME! (feat. Brendon Urie),I know you never get just what you see,2020
Lover,ME! (feat. Brendon Urie),"But I will never bore you, baby",2020
Lover,ME! (feat. Brendon Urie),(And there's a lot of lame guys out there),2020
Lover,ME! (feat. Brendon Urie),And when we had that fight out in the rain,2020
Lover,ME! (feat. Brendon Urie),You ran after me and called my name,2020
Lover,ME! (feat. Brendon Urie),I never want to see you walk away,2020
Lover,ME! (feat. Brendon Urie),'Cause one of these things is not like the others,2020
Lover,ME! (feat. Brendon Urie),"Living in winter, I am your summer",2020
Lover,ME! (feat. Brendon Urie),Let me keep you company-e-e-eh,2020
Lover,ME! (feat. Brendon Urie),[Single version: ,2020
Lover,ME! (feat. Brendon Urie),"Hey, kids",2020
Lover,ME! (feat. Brendon Urie),Spelling is fun],2020
Lover,ME! (feat. Brendon Urie),"Girl, there ain't no ""I"" in ""team""",2020
Lover,ME! (feat. Brendon Urie),"But you know there is a ""me""",2020
Lover,ME! (feat. Brendon Urie),"Strike the band up 1, 2, 3",2020
Lover,ME! (feat. Brendon Urie),"And you can't spell ""awesome"" without ""me""",2020
Lover,ME! (feat. Brendon Urie),"Yeah, ooh-ooh-ooh-ooh",2020
Lover,ME! (feat. Brendon Urie),"(And I won't stop, baby)",2020
Lover,ME! (feat. Brendon Urie),(I'm the only one of me),2020
Lover,ME! (feat. Brendon Urie),"Baby, that's the fun of me-e-e-eh",2020
Lover,ME! (feat. Brendon Urie),"(Baby, that's the fun of me)",2020
Lover,ME! (feat. Brendon Urie),"You can't spell ""awesome"" without ""me""",2020
Lover,Miss Americana & the Heartbreak Prince,"You know I adore you, I'm crazier for you",2020
Lover,Miss Americana & the Heartbreak Prince,"Than I was at sixteen, lost in a film scene",2020
Lover,Miss Americana & the Heartbreak Prince,"Waving homecoming queens, marching band playing",2020
Lover,Miss Americana & the Heartbreak Prince,I'm lost in the lights,2020
Lover,Miss Americana & the Heartbreak Prince,American glory faded before me,2020
Lover,Miss Americana & the Heartbreak Prince,"Now I'm feeling hopeless, ripped up my prom dress",2020
Lover,Miss Americana & the Heartbreak Prince,"Running through rose thorns, I saw the scoreboard",2020
Lover,Miss Americana & the Heartbreak Prince,And ran for my life (Ah),2020
Lover,Miss Americana & the Heartbreak Prince,No cameras catch my pageant smile,2020
Lover,Miss Americana & the Heartbreak Prince,"I counted days, I counted miles",2020
Lover,Miss Americana & the Heartbreak Prince,"To see you there, to see you there",2020
Lover,Miss Americana & the Heartbreak Prince,"It's been a long time coming, but",2020
Lover,Miss Americana & the Heartbreak Prince,"It's you and me, that's my whole world",2020
Lover,Miss Americana & the Heartbreak Prince,"They whisper in the hallway, ""She's a bad, bad girl"" (Okay)",2020
Lover,Miss Americana & the Heartbreak Prince,The whole school is rolling fake dice,2020
Lover,Miss Americana & the Heartbreak Prince,"You play stupid games, you win stupid prizes",2020
Lover,Miss Americana & the Heartbreak Prince,"It's you and me, there's nothing like this",2020
Lover,Miss Americana & the Heartbreak Prince,Miss Americana and The Heartbreak Prince (Okay),2020
Lover,Miss Americana & the Heartbreak Prince,"We're so sad, we paint the town blue",2020
Lover,Miss Americana & the Heartbreak Prince,Voted most likely to run away with you,2020
Lover,Miss Americana & the Heartbreak Prince,"My team is losing, battered and bruising",2020
Lover,Miss Americana & the Heartbreak Prince,I see the high fives between the bad guys,2020
Lover,Miss Americana & the Heartbreak Prince,"Leave with my head hung, you are the only one",2020
Lover,Miss Americana & the Heartbreak Prince,Who seems to care,2020
Lover,Miss Americana & the Heartbreak Prince,American stories burning before me,2020
Lover,Miss Americana & the Heartbreak Prince,"I'm feeling helpless, the damsels are depressed",2020
Lover,Miss Americana & the Heartbreak Prince,"Boys will be boys then, where are the wise men?",2020
Lover,Miss Americana & the Heartbreak Prince,"Darling, I'm scared (Ah)",2020
Lover,Miss Americana & the Heartbreak Prince,No cameras catch my muffled cries,2020
Lover,Miss Americana & the Heartbreak Prince,"And now the storm is coming, but",2020
Lover,Miss Americana & the Heartbreak Prince,"And I don't want you to (Go), I don't really wanna (Fight)",2020
Lover,Miss Americana & the Heartbreak Prince,"'Cause nobody's gonna (Win), I think you should come home",2020
Lover,Miss Americana & the Heartbreak Prince,"'Cause nobody's gonna (Win), I just thought you should know",2020
